Scientific (Clements),MNEMONIC
Sheppardia gunningi,nan
Sheppardia gabela,nan
Sheppardia montana,nan
Sheppardia lowei,nan
Sheppardia aurantiithorax,nan
Leonardina woodi,nan
Vauriella gularis,nan
Vauriella insignis,nan
Vauriella albigularis,nan
Vauriella goodfellowi,nan
Heinrichia calligyna,nan
Brachypteryx hyperythra,nan
Brachypteryx leucophris,nan
Brachypteryx cruralis,nan
Brachypteryx sinensis,nan
Brachypteryx goodfellowi,nan
Brachypteryx poliogyna,nan
Brachypteryx erythrogyna,nan
Brachypteryx saturata,nan
Brachypteryx montana,nan
Brachypteryx floris,nan
Heteroxenicus stellatus,nan
Larvivora sibilans,nan
Larvivora ruficeps,nan
Larvivora akahige,nan
Larvivora tanensis,nan
Larvivora komadori,nan
Larvivora namiyei,nan
Larvivora brunnea,nan
Larvivora cyane,nan
Irania gutturalis,nan
Luscinia luscinia,nan
Luscinia megarhynchos,nan
Luscinia phaenicuroides,nan
Luscinia svecica,nan
Myophonus blighi,nan
Myophonus melanurus,nan
Myophonus glaucinus,nan
Myophonus castaneus,nan
Myophonus borneensis,nan
Myophonus robinsoni,nan
Myophonus horsfieldii,nan
Myophonus insularis,nan
Myophonus caeruleus,nan
Enicurus scouleri,nan
Enicurus leschenaulti,nan
Enicurus borneensis,nan
Enicurus maculatus,nan
Enicurus velatus,nan
Enicurus ruficapillus,nan
Enicurus immaculatus,nan
Enicurus schistaceus,nan
Calliope pectardens,nan
Calliope obscura,nan
Calliope calliope,nan
Calliope pectoralis,nan
Calliope tschebaiewi,nan
Myiomela leucura,nan
Myiomela sumatrana,nan
Myiomela diana,nan
Cinclidium frontale,nan
Tarsiger cyanurus,nan
Tarsiger albocoeruleus,nan
Tarsiger rufilatus,nan
Tarsiger hyperythrus,nan
Tarsiger indicus,nan
Tarsiger formosanus,nan
Tarsiger chrysaeus,nan
Tarsiger johnstoniae,nan
Ficedula zanthopygia,nan
Ficedula elisae,nan
Ficedula narcissina,nan
Ficedula owstoni,nan
Ficedula mugimaki,nan
Ficedula erithacus,nan
Ficedula nigrorufa,nan
Ficedula tricolor,nan
Ficedula hyperythra,nan
Ficedula hodgsoni,nan
Ficedula strophiata,nan
Ficedula sapphira,nan
Ficedula westermanni,nan
Ficedula superciliaris,nan
Ficedula ruficauda,nan
Ficedula albicilla,nan
Ficedula subrubra,nan
Ficedula parva,nan
Ficedula semitorquata,nan
Ficedula hypoleuca,nan
Ficedula speculigera,nan
Ficedula albicollis,nan
Ficedula riedeli,nan
Ficedula dumetoria,nan
Ficedula platenae,nan
Ficedula disposita,nan
Ficedula rufigula,nan
Ficedula henrici,nan
Ficedula buruensis,nan
Ficedula bonthaina,nan
Ficedula harterti,nan
Ficedula timorensis,nan
Ficedula basilanica,nan
Ficedula crypta,nan
Ficedula luzoniensis,nan
Phoenicurus frontalis,nan
Phoenicurus fuliginosus,nan
Phoenicurus bicolor,nan
Phoenicurus erythronotus,nan
Phoenicurus leucocephalus,nan
Phoenicurus alaschanicus,nan
Phoenicurus coeruleocephala,nan
Phoenicurus moussieri,nan
Phoenicurus phoenicurus,nan
Phoenicurus hodgsoni,nan
Phoenicurus schisticeps,nan
Phoenicurus erythrogastrus,nan
Phoenicurus ochruros,nan
Phoenicurus auroreus,nan
Monticola rufocinereus,nan
Monticola rufiventris,nan
Monticola gularis,nan
Monticola cinclorhyncha,nan
Monticola brevipes,nan
Monticola explorator,nan
Monticola imerina,nan
Monticola erythronotus,nan
Monticola sharpei,nan
Monticola saxatilis,nan
Monticola solitarius,nan
Monticola angolensis,nan
Monticola rupestris,nan
Monticola semirufus,nan
Saxicola rubetra,nan
Saxicola macrorhynchus,nan
Saxicola insignis,nan
Saxicola dacotiae,nan
Saxicola rubicola,nan
Saxicola maurus,nan
Saxicola stejnegeri,nan
Saxicola torquatus,nan
Saxicola tectes,nan
Saxicola leucurus,nan
Saxicola caprata,nan
Saxicola jerdoni,nan
Saxicola ferreus,nan
Saxicola gutturalis,nan
Campicoloides bifasciatus,nan
Emarginata sinuata,nan
Emarginata schlegelii,nan
Emarginata tractrac,nan
Pinarochroa sordida,nan
Thamnolaea cinnamomeiventris,nan
Myrmecocichla nigra,nan
Myrmecocichla aethiops,nan
Myrmecocichla formicivora,nan
Myrmecocichla tholloni,nan
Myrmecocichla monticola,nan
Myrmecocichla melaena,nan
Myrmecocichla arnotti,nan
Oenanthe oenanthe,nan
Oenanthe seebohmi,nan
Oenanthe pileata,nan
Oenanthe bottae,nan
Oenanthe frenata,nan
Oenanthe isabellina,nan
Oenanthe heuglinii,nan
Oenanthe monacha,nan
Oenanthe deserti,nan
Oenanthe hispanica,nan
Oenanthe cypriaca,nan
Oenanthe melanoleuca,nan
Oenanthe pleschanka,nan
Oenanthe albifrons,nan
Oenanthe phillipsi,nan
Oenanthe moesta,nan
Oenanthe melanura,nan
Oenanthe familiaris,nan
Oenanthe dubia,nan
Oenanthe scotocerca,nan
Oenanthe fusca,nan
Oenanthe picata,nan
Oenanthe leucura,nan
Oenanthe albonigra,nan
Oenanthe leucopyga,nan
Oenanthe lugentoides,nan
Oenanthe lugubris,nan
Oenanthe finschii,nan
Oenanthe lugens,nan
Oenanthe xanthoprymna,nan
Oenanthe chrysopygia,nan
Bombycilla garrulus,nan
Bombycilla cedrorum,trill (hp; rapid) always in flocks<br/>zeee-zeee-zeee (hp trilled)
Bombycilla japonica,nan
Moho braccatus,nan
Moho apicalis,nan
Moho bishopi,nan
Moho nobilis,nan
Chaetoptila angustipluma,nan
Phainoptila melanoxantha,nan
Ptiliogonys cinereus,nan
Ptiliogonys caudatus,nan
Phainopepla nitens,nan
Dulus dominicus,nan
Hylocitrea bonensis,nan
Hypocolius ampelinus,nan
Promerops gurneyi,nan
Promerops cafer,nan
Modulatrix stictigula,nan
Arcanator orostruthus,nan
Kakamega poliothorax,nan
Prionochilus maculatus,nan
Prionochilus percussus,nan
Prionochilus plateni,nan
Prionochilus xanthopygius,nan
Prionochilus thoracicus,nan
Pachyglossa olivacea,nan
Pachyglossa agilis,nan
Pachyglossa everetti,nan
Pachyglossa propria,nan
Pachyglossa chrysorrhea,nan
Pachyglossa melanozantha,nan
Pachyglossa vincens,nan
Dicaeum dayakorum,nan
Dicaeum annae,nan
Dicaeum aureolimbatum,nan
Dicaeum nigrilore,nan
Dicaeum anthonyi,nan
Dicaeum kampalili,nan
Dicaeum bicolor,nan
Dicaeum quadricolor,nan
Dicaeum australe,nan
Dicaeum haematostictum,nan
Dicaeum retrocinctum,nan
Dicaeum trigonostigma,nan
Dicaeum hypoleucum,nan
Dicaeum erythrorhynchos,nan
Dicaeum concolor,nan
Dicaeum minullum,nan
Dicaeum virescens,nan
Dicaeum pygmaeum,nan
Dicaeum nehrkorni,nan
Dicaeum schistaceiceps,nan
Dicaeum erythrothorax,nan
Dicaeum vulneratum,nan
Dicaeum pectorale,nan
Dicaeum geelvinkianum,nan
Dicaeum nitidum,nan
Dicaeum eximium,nan
Dicaeum aeneum,nan
Dicaeum tristrami,nan
Dicaeum igniferum,nan
Dicaeum maugei,nan
Dicaeum ignipectus,nan
Dicaeum cambodianum,nan
Dicaeum luzoniense,nan
Dicaeum beccarii,nan
Dicaeum monticolum,nan
Dicaeum celebicum,nan
Dicaeum sanguinolentum,nan
Dicaeum rhodopygiale,nan
Dicaeum wilhelminae,nan
Dicaeum hanieli,nan
Dicaeum keiense,nan
Dicaeum hirundinaceum,nan
Dicaeum cruentatum,nan
Dicaeum trochileum,nan
Chalcoparia singalensis,nan
Deleornis fraseri,nan
Deleornis axillaris,nan
Anthreptes reichenowi,nan
Anthreptes anchietae,nan
Anthreptes simplex,nan
Anthreptes malacensis,nan
Anthreptes griseigularis,nan
Anthreptes rhodolaemus,nan
Anthreptes gabonicus,nan
Anthreptes longuemarei,nan
Anthreptes orientalis,nan
Anthreptes neglectus,nan
Anthreptes aurantius,nan
Anthreptes seimundi,nan
Anthreptes rectirostris,nan
Anthreptes tephrolaemus,nan
Anthreptes rubritorques,nan
Hedydipna collaris,nan
Hedydipna platura,nan
Hedydipna metallica,nan
Hedydipna pallidigaster,nan
Anabathmis reichenbachii,nan
Anabathmis hartlaubii,nan
Anabathmis newtonii,nan
Dreptes thomensis,nan
Anthobaphes violacea,nan
Cyanomitra verticalis,nan
Cyanomitra bannermani,nan
Cyanomitra cyanolaema,nan
Cyanomitra oritis,nan
Cyanomitra alinae,nan
Cyanomitra olivacea,nan
Cyanomitra veroxii,nan
Chalcomitra adelberti,nan
Chalcomitra fuliginosa,nan
Chalcomitra rubescens,nan
Chalcomitra amethystina,nan
Chalcomitra senegalensis,nan
Chalcomitra hunteri,nan
Chalcomitra balfouri,nan
Leptocoma zeylonica,nan
Leptocoma minima,nan
Leptocoma brasiliana,nan
Leptocoma sperata,nan
Leptocoma aspasia,nan
Leptocoma calcostetha,nan
Nectarinia bocagii,nan
Nectarinia purpureiventris,nan
Nectarinia tacazze,nan
Nectarinia kilimensis,nan
Nectarinia famosa,nan
Nectarinia johnstoni,nan
Drepanorhynchus reichenowi,nan
Cinnyris chloropygius,nan
Cinnyris minullus,nan
Cinnyris gertrudis,nan
Cinnyris manoensis,nan
Cinnyris chalybeus,nan
Cinnyris neergaardi,nan
Cinnyris stuhlmanni,nan
Cinnyris prigoginei,nan
Cinnyris ludovicensis,nan
Cinnyris reichenowi,nan
Cinnyris afer,nan
Cinnyris regius,nan
Cinnyris rockefelleri,nan
Cinnyris mediocris,nan
Cinnyris usambaricus,nan
Cinnyris fuelleborni,nan
Cinnyris moreaui,nan
Cinnyris loveridgei,nan
Cinnyris pulchellus,nan
Cinnyris melanogastrus,nan
Cinnyris mariquensis,nan
Cinnyris shelleyi,nan
Cinnyris congensis,nan
Cinnyris erythrocercus,nan
Cinnyris nectarinioides,nan
Cinnyris bifasciatus,nan
Cinnyris tsavoensis,nan
Cinnyris chalcomelas,nan
Cinnyris pembae,nan
Cinnyris bouvieri,nan
Cinnyris osea,nan
Cinnyris habessinicus,nan
Cinnyris hellmayri,nan
Cinnyris coccinigastrus,nan
Cinnyris johannae,nan
Cinnyris superbus,nan
Cinnyris rufipennis,nan
Cinnyris oustaleti,nan
Cinnyris talatala,nan
Cinnyris venustus,nan
Cinnyris fuscus,nan
Cinnyris ursulae,nan
Cinnyris batesi,nan
Cinnyris cupreus,nan
Cinnyris asiaticus,nan
Cinnyris ornatus,nan
Cinnyris infrenatus,nan
Cinnyris frenatus,nan
Cinnyris jugularis,nan
Cinnyris aurora,nan
Cinnyris clementiae,nan
Cinnyris teysmanni,nan
Cinnyris idenburgi,nan
Cinnyris buettikoferi,nan
Cinnyris solaris,nan
Cinnyris sovimanga,nan
Cinnyris notatus,nan
Cinnyris dussumieri,nan
Cinnyris humbloti,nan
Cinnyris comorensis,nan
Cinnyris coquerellii,nan
Cinnyris lotenius,nan
Aethopyga duyvenbodei,nan
Aethopyga ignicauda,nan
Aethopyga saturata,nan
Aethopyga gouldiae,nan
Aethopyga nipalensis,nan
Aethopyga shelleyi,nan
Aethopyga temminckii,nan
Aethopyga mystacalis,nan
Aethopyga vigorsii,nan
Aethopyga siparaja,nan
Aethopyga magnifica,nan
Aethopyga christinae,nan
Aethopyga bella,nan
Aethopyga eximia,nan
Aethopyga flagrans,nan
Aethopyga guimarasensis,nan
Aethopyga pulcherrima,nan
Aethopyga linaraborae,nan
Aethopyga primigenia,nan
Aethopyga boltoni,nan
Aethopyga tibolii,nan
Kurochkinegramma hypogrammicum,nan
Arachnothera crassirostris,nan
Arachnothera robusta,nan
Arachnothera flammifera,nan
Arachnothera dilutior,nan
Arachnothera longirostra,nan
Arachnothera juliae,nan
Arachnothera clarae,nan
Arachnothera chrysogenys,nan
Arachnothera flavigaster,nan
Arachnothera magna,nan
Arachnothera affinis,nan
Arachnothera modesta,nan
Arachnothera everetti,nan
Irena puella,nan
Irena tweeddalii,nan
Irena cyanogastra,nan
Chloropsis flavipennis,nan
Chloropsis palawanensis,nan
Chloropsis sonnerati,nan
Chloropsis cyanopogon,nan
Chloropsis moluccensis,nan
Chloropsis cochinchinensis,nan
Chloropsis kinabaluensis,nan
Chloropsis jerdoni,nan
Chloropsis aurifrons,nan
Chloropsis media,nan
Chloropsis hardwickii,nan
Chloropsis venusta,nan
Peucedramus taeniatus,nan
Urocynchramus pylzowi,nan
Bubalornis albirostris,nan
Bubalornis niger,nan
Dinemellia dinemelli,nan
Sporopipes frontalis,nan
Sporopipes squamifrons,nan
Plocepasser mahali,nan
Plocepasser superciliosus,nan
Plocepasser rufoscapulatus,nan
Plocepasser donaldsoni,nan
Histurgops ruficauda,nan
Pseudonigrita arnaudi,nan
Pseudonigrita cabanisi,nan
Philetairus socius,nan
Malimbus coronatus,nan
Malimbus cassini,nan
Malimbus ballmanni,nan
Malimbus racheliae,nan
Malimbus scutatus,nan
Malimbus ibadanensis,nan
Malimbus erythrogaster,nan
Malimbus nitens,nan
Malimbus malimbicus,nan
Malimbus rubricollis,nan
Anaplectes rubriceps,nan
Anaplectes jubaensis,nan
Ploceus flavipes,nan
Ploceus bertrandi,nan
Ploceus baglafecht,nan
Ploceus nigrimentus,nan
Ploceus bannermani,nan
Ploceus batesi,nan
Ploceus luteolus,nan
Ploceus pelzelni,nan
Ploceus subpersonatus,nan
Ploceus brachypterus,nan
Ploceus nigricollis,nan
Ploceus ocularis,nan
Ploceus melanogaster,nan
Ploceus alienus,nan
Ploceus capensis,nan
Ploceus temporalis,nan
Ploceus subaureus,nan
Ploceus xanthops,nan
Ploceus aurantius,nan
Ploceus bojeri,nan
Ploceus castaneiceps,nan
Ploceus princeps,nan
Ploceus xanthopterus,nan
Ploceus castanops,nan
Ploceus burnieri,nan
Ploceus holoxanthus,nan
Ploceus taeniopterus,nan
Ploceus intermedius,nan
Ploceus velatus,nan
Ploceus vitellinus,nan
Ploceus reichardi,nan
Ploceus katangae,nan
Ploceus ruweti,nan
Ploceus heuglini,nan
Ploceus galbula,nan
Ploceus spekei,nan
Ploceus spekeoides,nan
Ploceus castaneofuscus,nan
Ploceus nigerrimus,nan
Ploceus cucullatus,nan
Ploceus grandis,nan
Ploceus weynsi,nan
Ploceus golandi,nan
Ploceus dichrocephalus,nan
Ploceus melanocephalus,nan
Ploceus jacksoni,nan
Ploceus rubiginosus,nan
Ploceus badius,nan
Ploceus aureonucha,nan
Ploceus tricolor,nan
Ploceus albinucha,nan
Ploceus bicolor,nan
Ploceus insignis,nan
Ploceus dorsomaculatus,nan
Ploceus preussi,nan
Ploceus olivaceiceps,nan
Ploceus nicolli,nan
Ploceus angolensis,nan
Ploceus sanctithomae,nan
Ploceus nelicourvi,nan
Ploceus sakalava,nan
Ploceus manyar,nan
Ploceus philippinus,nan
Ploceus hypoxanthus,nan
Ploceus megarhynchus,nan
Ploceus benghalensis,nan
Pachyphantes superciliosus,nan
Quelea cardinalis,nan
Quelea erythrops,nan
Quelea quelea,nan
Brachycope anomala,nan
Foudia madagascariensis,nan
Foudia aldabrana,nan
Foudia eminentissima,nan
Foudia omissa,nan
Foudia delloni,nan
Foudia rubra,nan
Foudia sechellarum,nan
Foudia flavicans,nan
Euplectes franciscanus,nan
Euplectes orix,nan
Euplectes nigroventris,nan
Euplectes hordeaceus,nan
Euplectes gierowii,nan
Euplectes afer,nan
Euplectes diadematus,nan
Euplectes aureus,nan
Euplectes capensis,nan
Euplectes albonotatus,nan
Euplectes macroura,nan
Euplectes laticauda,nan
Euplectes ardens,nan
Euplectes axillaris,nan
Euplectes hartlaubi,nan
Euplectes psammacromius,nan
Euplectes progne,nan
Euplectes jacksoni,nan
Amblyospiza albifrons,nan
Heteromunia pectoralis,nan
Oreostruthus fuliginosus,nan
Stagonopleura guttata,nan
Stagonopleura oculata,nan
Stagonopleura bella,nan
Neochmia phaeton,nan
Neochmia temporalis,nan
Emblema pictum,nan
Emblema ruficauda,nan
Emblema modestum,nan
Stizoptera bichenovii,nan
Taeniopygia guttata,nan
Poephila personata,nan
Poephila acuticauda,nan
Poephila cincta,nan
Spermestes griseicapilla,nan
Spermestes cucullata,nan
Spermestes fringilloides,nan
Spermestes bicolor,nan
Lepidopygia nana,nan
Euodice cantans,nan
Euodice malabarica,nan
Padda oryzivora,nan
Padda fuscata,nan
Mayrimunia tristissima,nan
Mayrimunia leucosticta,nan
Lonchura punctulata,nan
Lonchura kelaarti,nan
Lonchura molucca,nan
Lonchura striata,nan
Lonchura fuscans,nan
Lonchura leucogastra,nan
Lonchura leucogastroides,nan
Lonchura malacca,nan
Lonchura atricapilla,nan
Lonchura ferruginosa,nan
Lonchura maja,nan
Lonchura pallida,nan
Lonchura grandis,nan
Lonchura teerinki,nan
Lonchura montana,nan
Lonchura monticola,nan
Lonchura vana,nan
Lonchura nevermanni,nan
Lonchura caniceps,nan
Lonchura spectabilis,nan
Lonchura forbesi,nan
Lonchura hunsteini,nan
Lonchura nigerrima,nan
Lonchura flaviprymna,nan
Lonchura quinticolor,nan
Lonchura castaneothorax,nan
Lonchura stygia,nan
Lonchura melaena,nan
Chloebia gouldiae,nan
Erythrura prasina,nan
Erythrura viridifacies,nan
Erythrura hyperythra,nan
Erythrura psittacea,nan
Erythrura pealii,nan
Erythrura cyaneovirens,nan
Erythrura kleinschmidti,nan
Erythrura tricolor,nan
Erythrura coloria,nan
Erythrura papuana,nan
Erythrura trichroa,nan
Nesocharis shelleyi,nan
Nesocharis ansorgei,nan
Coccopygia quartinia,nan
Coccopygia bocagei,nan
Coccopygia melanotis,nan
Mandingoa nitidula,nan
Cryptospiza shelleyi,nan
Cryptospiza jacksoni,nan
Cryptospiza salvadorii,nan
Cryptospiza reichenovii,nan
Parmoptila rubrifrons,nan
Parmoptila woodhousei,nan
Parmoptila jamesoni,nan
Nigrita fusconotus,nan
Nigrita bicolor,nan
Nigrita canicapillus,nan
Nigrita luteifrons,nan
Delacourella capistrata,nan
Brunhilda erythronotos,nan
Brunhilda charmosyna,nan
Glaucestrilda caerulescens,nan
Glaucestrilda perreini,nan
Glaucestrilda thomensis,nan
Estrilda nonnula,nan
Estrilda atricapilla,nan
Estrilda kandti,nan
Estrilda melpoda,nan
Estrilda poliopareia,nan
Estrilda paludicola,nan
Estrilda astrild,nan
Estrilda nigriloris,nan
Estrilda troglodytes,nan
Estrilda rhodopyga,nan
Estrilda rufibarba,nan
Ortygospiza atricollis,nan
Paludipasser locustella,nan
Amadina fasciata,nan
Amadina erythrocephala,nan
Amandava formosa,nan
Amandava subflava,nan
Amandava amandava,nan
Granatina ianthinogaster,nan
Granatina granatina,nan
Uraeginthus angolensis,nan
Uraeginthus bengalus,nan
Uraeginthus cyanocephalus,nan
Spermophaga poliogenys,nan
Spermophaga haematina,nan
Spermophaga ruficapilla,nan
Pyrenestes minor,nan
Pyrenestes sanguineus,nan
Pyrenestes ostrinus,nan
Pytilia melba,nan
Pytilia afra,nan
Pytilia phoenicoptera,nan
Pytilia lineata,nan
Pytilia hypogrammica,nan
Euschistospiza dybowskii,nan
Euschistospiza cinereovinacea,nan
Hypargos niveoguttatus,nan
Hypargos margaritatus,nan
Clytospiza monteiri,nan
Lagonosticta senegala,nan
Lagonosticta rubricata,nan
Lagonosticta rhodopareia,nan
Lagonosticta virata,nan
Lagonosticta sanguinodorsalis,nan
Lagonosticta umbrinodorsalis,nan
Lagonosticta rara,nan
Lagonosticta rufopicta,nan
Lagonosticta nitidula,nan
Lagonosticta larvata,nan
Vidua macroura,nan
Vidua orientalis,nan
Vidua interjecta,nan
Vidua togoensis,nan
Vidua obtusa,nan
Vidua paradisaea,nan
Vidua hypocherina,nan
Vidua fischeri,nan
Vidua regia,nan
Vidua chalybeata,nan
Vidua wilsoni,nan
Vidua nigeriae,nan
Vidua maryae,nan
Vidua raricola,nan
Vidua larvaticola,nan
Vidua camerunensis,nan
Vidua funerea,nan
Vidua purpurascens,nan
Vidua codringtoni,nan
Anomalospiza imberbis,nan
Prunella collaris,nan
Prunella himalayana,nan
Prunella rubeculoides,nan
Prunella strophiata,nan
Prunella montanella,nan
Prunella ocularis,nan
Prunella fulvescens,nan
Prunella atrogularis,nan
Prunella koslowi,nan
Prunella modularis,nan
Prunella rubida,nan
Prunella immaculata,nan
Hypocryptadius cinnamomeus,nan
Passer ammodendri,nan
Passer domesticus,chiddik; chiddik (dry; non-musical)
Passer italiae,nan
Passer hispaniolensis,nan
Passer pyrrhonotus,nan
Passer castanopterus,nan
Passer cinnamomeus,nan
Passer flaveolus,nan
Passer moabiticus,nan
Passer iagoensis,nan
Passer hemileucus,nan
Passer insularis,nan
Passer motitensis,nan
Passer rufocinctus,nan
Passer shelleyi,nan
Passer cordofanicus,nan
Passer melanurus,nan
Passer griseus,nan
Passer swainsonii,nan
Passer gongonensis,nan
Passer suahelicus,nan
Passer diffusus,nan
Passer simplex,nan
Passer zarudnyi,nan
Passer montanus,nan
Passer luteus,nan
Passer euchlorus,nan
Passer eminibey,nan
Gymnoris pyrgita,nan
Gymnoris xanthocollis,nan
Gymnoris superciliaris,nan
Gymnoris dentata,nan
Petronia petronia,nan
Carpospiza brachydactyla,nan
Montifringilla nivalis,nan
Montifringilla henrici,nan
Montifringilla adamsi,nan
Onychostruthus taczanowskii,nan
Pyrgilauda davidiana,nan
Pyrgilauda ruficollis,nan
Pyrgilauda blanfordi,nan
Pyrgilauda theresae,nan
Dendronanthus indicus,nan
Motacilla capensis,nan
Motacilla clara,nan
Motacilla bocagii,nan
Motacilla flaviventris,nan
Motacilla cinerea,nan
Motacilla flava,nan
Motacilla tschutschensis,nan
Motacilla citreola,nan
Motacilla maderaspatensis,nan
Motacilla samveasnae,nan
Motacilla grandis,nan
Motacilla aguimp,nan
Motacilla alba,nan
Anthus australis,nan
Anthus novaeseelandiae,nan
Anthus richardi,nan
Anthus rufulus,nan
Anthus cinnamomeus,nan
Anthus hoeschi,nan
Anthus nyassae,nan
Anthus similis,nan
Anthus nicholsoni,nan
Anthus godlewskii,nan
Anthus campestris,nan
Anthus leucophrys,nan
Anthus vaalensis,nan
Anthus pallidiventris,nan
Anthus nilghiriensis,nan
Anthus sylvanus,nan
Anthus berthelotii,nan
Anthus melindae,nan
Anthus lineiventris,nan
Anthus crenatus,nan
Anthus ruficollis,nan
Anthus gutturalis,nan
Anthus pratensis,nan
Anthus roseatus,nan
Anthus trivialis,nan
Anthus hodgsoni,nan
Anthus gustavi,nan
Anthus cervinus,nan
Anthus spinoletta,nan
Anthus petrosus,nan
Anthus japonicus,nan
Anthus rubescens,chwee; chwee; chwee (thin) pipit-pipit
Anthus spragueii,ching-a-ring-a-ring-a-ring-a-ring-a-ring-a  (descending)
Anthus chii,nan
Anthus peruvianus,nan
Anthus brevirostris,nan
Anthus furcatus,nan
Anthus chacoensis,nan
Anthus correndera,nan
Anthus antarcticus,nan
Anthus nattereri,nan
Anthus hellmayri,nan
Anthus bogotensis,nan
Anthus brachyurus,nan
Anthus caffer,nan
Anthus sokokensis,nan
Tmetothylacus tenellus,nan
Hemimacronyx chloris,nan
Macronyx sharpei,nan
Macronyx capensis,nan
Macronyx croceus,nan
Macronyx fuelleborni,nan
Macronyx flavicollis,nan
Macronyx aurantiigula,nan
Macronyx ameliae,nan
Macronyx grimwoodi,nan
Fringilla coelebs,nan
Fringilla moreletti,nan
Fringilla maderensis,nan
Fringilla canariensis,nan
Fringilla spodiogenys,nan
Fringilla teydea,nan
Fringilla polatzeki,nan
Fringilla montifringilla,nan
Chlorophonia elegantissima,nan
Chlorophonia musica,nan
Chlorophonia sclateri,nan
Chlorophonia flavifrons,nan
Chlorophonia cyanocephala,nan
Chlorophonia cyanea,nan
Chlorophonia pyrrhophrys,nan
Chlorophonia flavirostris,nan
Chlorophonia occipitalis,nan
Chlorophonia callophrys,nan
Euphonia jamaica,nan
Euphonia saturata,nan
